Company,TypeName,Inches,Ram_GB,Weight_kg,cpu_brand,cpu_ghz,gpu_brand,storage_type,storage_gb,res_width,res_height,ppi,is_touchscreen,is_ips,os_clean,Price_euros,log_price,ram_tier,storage_tier,cpu_perf_score,is_premium,weight_category
HP,Notebook,15.6,8,2.05,Intel,2.7,Intel,HDD,1024.0,1366.0,768.0,100.45,0,0,Windows,598.0,6.395261598115449,Mid (8GB),Ultra (1TB+),2.7,0,Standard
HP,Notebook,14.0,8,1.63,Intel,1.8,Intel,SSD,256.0,1920.0,1080.0,157.35,0,0,Windows,988.0,6.8966943316227125,Mid (8GB),Mid (256GB),1.8,0,Light
Lenovo,Notebook,15.6,4,1.9,Intel,1.1,Intel,HDD,1024.0,1366.0,768.0,100.45,0,0,No OS,252.36,5.5348114022303845,Low (≤4GB),Ultra (1TB+),1.1,0,Light
Asus,Gaming,17.3,8,3.0,Intel,2.5,Nvidia,Hybrid,1152.0,1920.0,1080.0,127.34,0,0,Windows,938.0,6.844815479208263,Mid (8GB),Ultra (1TB+),2.5,1,Heavy
Lenovo,Notebook,15.6,4,2.2,Intel,2.5,Nvidia,HDD,1024.0,1920.0,1080.0,141.21,0,0,No OS,499.0,6.214608098422191,Low (≤4GB),Ultra (1TB+),2.5,0,Standard
HP,Notebook,13.3,4,1.32,Intel,2.5,Intel,SSD,256.0,1920.0,1080.0,165.63,0,1,Windows,699.0,6.551080335043404,Low (≤4GB),Mid (256GB),2.5,0,Ultralight
Acer,Notebook,17.3,4,3.0,Intel,2.7,Nvidia,HDD,1024.0,1920.0,1080.0,127.34,0,1,Windows,655.0,6.486160788944089,Low (≤4GB),Ultra (1TB+),2.7,0,Heavy
Lenovo,Notebook,14.0,8,1.75,Intel,1.6,AMD,SSD,256.0,1920.0,1080.0,157.35,0,1,Windows,1116.02,7.018419704011861,Mid (8GB),Mid (256GB),1.6,0,Light
Lenovo,Gaming,15.6,8,2.4,Intel,2.8,Nvidia,SSD,256.0,1920.0,1080.0,141.21,0,1,No OS,869.0,6.76849321164863,Mid (8GB),Mid (256GB),2.8,1,Standard
Toshiba,Notebook,15.6,4,2.1,Intel,2.3,Intel,HDD,500.0,1366.0,768.0,100.45,0,0,Windows,602.0,6.401917196727186,Low (≤4GB),High (512GB),2.3,0,Standard
HP,Notebook,15.6,4,1.86,AMD,2.5,AMD,SSD,256.0,1366.0,768.0,100.45,0,0,Windows,369.0,5.91350300563827,Low (≤4GB),Mid (256GB),2.25,0,Light
Asus,Ultrabook,14.0,8,1.25,Intel,1.8,Intel,SSD,256.0,1920.0,1080.0,157.35,0,0,Windows,1099.0,7.003065458786462,Mid (8GB),Mid (256GB),1.8,1,Ultralight
HP,Ultrabook,12.5,8,0.97,Intel,1.2,Intel,SSD,512.0,3840.0,2160.0,352.47,1,1,Windows,2014.0,7.608374474380783,Mid (8GB),High (512GB),1.2,1,Ultralight
Asus,Notebook,15.6,4,2.0,Intel,1.1,Intel,HDD,1024.0,1920.0,1080.0,141.21,0,0,Windows,344.0,5.84354441703136,Low (≤4GB),Ultra (1TB+),1.1,0,Standard
MSI,Gaming,17.3,16,2.9,Intel,2.8,Nvidia,Hybrid,1280.0,1920.0,1080.0,127.34,0,0,Windows,2029.0,7.615791072035833,High (16GB),Ultra (1TB+),2.8,1,Heavy
Acer,Notebook,15.6,4,2.1,Intel,2.5,Intel,HDD,1024.0,1366.0,768.0,100.45,0,0,Windows,447.0,6.104793232414985,Low (≤4GB),Ultra (1TB+),2.5,0,Standard
Dell,Gaming,15.6,16,2.56,Intel,2.8,Nvidia,SSD,512.0,1920.0,1080.0,141.21,0,0,Windows,1249.26,7.131106808667346,High (16GB),High (512GB),2.8,1,Heavy
Dell,Gaming,15.6,8,2.62,Intel,2.8,Nvidia,Other,1024.0,1920.0,1080.0,141.21,0,0,Windows,899.0,6.802394763324311,Mid (8GB),Ultra (1TB+),2.8,1,Heavy
Lenovo,Notebook,15.6,4,1.9,Intel,2.5,Intel,SSD,128.0,1366.0,768.0,100.45,0,0,Windows,498.0,6.212606095751519,Low (≤4GB),Low (≤128GB),2.5,0,Light
MSI,Gaming,17.3,16,2.8,Intel,2.8,Nvidia,Hybrid,1280.0,1920.0,1080.0,127.34,0,0,Windows,1890.0,7.544861068658458,High (16GB),Ultra (1TB+),2.8,1,Heavy
HP,Ultrabook,14.0,4,1.48,Intel,2.7,Intel,SSD,256.0,1920.0,1080.0,157.35,0,0,Windows,1082.0,6.9874902470009905,Low (≤4GB),Mid (256GB),2.7,1,Ultralight
HP,Notebook,15.6,6,1.91,Intel,1.6,AMD,SSD,256.0,1920.0,1080.0,141.21,0,0,Windows,619.0,6.429719478039138,Mid (8GB),Mid (256GB),1.6,0,Light
Lenovo,2 in 1 Convertible,14.0,4,1.74,Intel,2.4,Intel,SSD,256.0,1920.0,1080.0,157.35,1,1,Windows,629.0,6.4457198193855785,Low (≤4GB),Mid (256GB),2.4,0,Light
Asus,2 in 1 Convertible,13.3,8,1.1,Intel,1.6,Intel,SSD,256.0,1920.0,1080.0,165.63,1,0,Windows,1315.0,7.182352111885263,Mid (8GB),Mid (256GB),1.6,0,Ultralight
Dell,2 in 1 Convertible,15.6,8,1.56,Intel,1.8,Intel,SSD,256.0,1920.0,1080.0,141.21,1,0,Windows,1049.0,6.956545443151569,Mid (8GB),Mid (256GB),1.8,0,Light
Toshiba,Notebook,15.6,4,2.1,Intel,2.2,Intel,HDD,500.0,1366.0,768.0,100.45,0,0,Windows,447.0,6.104793232414985,Low (≤4GB),High (512GB),2.2,0,Standard
Asus,Notebook,15.6,4,2.03,AMD,2.5,AMD,HDD,1024.0,1366.0,768.0,100.45,0,0,Windows,403.0,6.0014148779611505,Low (≤4GB),Ultra (1TB+),2.25,0,Standard
Acer,Notebook,17.3,4,3.0,Intel,1.6,Nvidia,SSD,256.0,1920.0,1080.0,127.34,0,1,Windows,805.0,6.692083742506628,Low (≤4GB),Mid (256GB),1.6,0,Heavy
Dell,Notebook,15.6,8,2.13,Intel,1.6,AMD,SSD,256.0,1920.0,1080.0,141.21,0,0,Windows,728.0,6.591673732008658,Mid (8GB),Mid (256GB),1.6,0,Standard
Lenovo,Gaming,15.6,16,2.5,Intel,2.8,Nvidia,SSD,256.0,1920.0,1080.0,141.21,0,1,Windows,1079.0,6.984716320118265,High (16GB),Mid (256GB),2.8,1,Heavy
Acer,Notebook,15.6,4,2.1,Intel,1.1,Intel,HDD,1024.0,1366.0,768.0,100.45,0,0,Windows,348.0,5.855071922202427,Low (≤4GB),Ultra (1TB+),1.1,0,Standard
MSI,Gaming,15.6,16,2.4,Intel,2.8,Nvidia,Hybrid,1280.0,1920.0,1080.0,141.21,0,1,Windows,1799.0,7.495541943884256,High (16GB),Ultra (1TB+),2.8,1,Standard
Acer,Notebook,15.6,4,2.1,Intel,1.1,Intel,HDD,1024.0,1366.0,768.0,100.45,0,0,Windows,363.51,5.898553985914634,Low (≤4GB),Ultra (1TB+),1.1,0,Standard
Dell,Gaming,15.6,8,2.56,Intel,2.8,Nvidia,Hybrid,1152.0,1920.0,1080.0,141.21,0,0,Windows,1060.49,6.967428860467754,Mid (8GB),Ultra (1TB+),2.8,1,Heavy
Acer,Notebook,17.3,8,3.0,Intel,1.6,Nvidia,SSD,256.0,1920.0,1080.0,127.34,0,1,Windows,854.0,6.75110146893676,Mid (8GB),Mid (256GB),1.6,0,Heavy
HP,Notebook,13.3,4,1.49,Intel,1.6,Intel,HDD,500.0,1920.0,1080.0,165.63,0,1,Windows,754.0,6.626717749249025,Low (≤4GB),High (512GB),1.6,0,Ultralight
Huawei,Ultrabook,13.0,8,1.05,Intel,2.5,Intel,SSD,256.0,2160.0,1440.0,199.69,0,1,Windows,1349.0,7.2078598714324755,Mid (8GB),Mid (256GB),2.5,1,Ultralight
HP,Notebook,17.3,6,2.71,Intel,2.5,AMD,HDD,2048.0,1920.0,1080.0,127.34,0,1,Windows,699.0,6.551080335043404,Mid (8GB),Ultra (1TB+),2.5,0,Heavy
Lenovo,Notebook,15.6,4,2.2,AMD,2.9,AMD,HDD,500.0,1366.0,768.0,100.45,0,0,No OS,309.0,5.736572297479192,Low (≤4GB),High (512GB),2.61,0,Standard
Toshiba,Notebook,15.6,4,2.0,Intel,2.4,Intel,HDD,500.0,1366.0,768.0,100.45,0,0,Windows,489.0,6.194405391104672,Low (≤4GB),High (512GB),2.4,0,Standard
HP,Notebook,17.3,8,2.5,Intel,1.6,Nvidia,SSD,256.0,1920.0,1080.0,127.34,0,0,Windows,923.0,6.828712071641684,Mid (8GB),Mid (256GB),1.6,0,Heavy
Dell,Notebook,15.6,8,2.3,Intel,2.4,Intel,HDD,1024.0,1366.0,768.0,100.45,0,0,Windows,459.0,6.131226489483141,Mid (8GB),Ultra (1TB+),2.4,0,Standard
Acer,Notebook,15.6,4,2.1,Intel,2.5,Intel,SSD,128.0,1366.0,768.0,100.45,0,0,Windows,449.0,6.1092475827643655,Low (≤4GB),Low (≤128GB),2.5,0,Standard
MSI,Gaming,18.4,32,4.4,Intel,2.9,Nvidia,Hybrid,1536.0,1920.0,1080.0,119.72,0,0,Windows,2799.0,7.937374696163295,Ultra (32GB+),Ultra (1TB+),2.9,1,Heavy
Lenovo,Notebook,15.6,8,1.9,Intel,2.5,AMD,Hybrid,1152.0,1920.0,1080.0,141.21,0,0,Windows,813.0,6.70196036600254,Mid (8GB),Ultra (1TB+),2.5,0,Light
HP,2 in 1 Convertible,13.3,8,1.29,Intel,1.6,Intel,SSD,256.0,3840.0,2160.0,331.26,1,1,Windows,1499.0,7.313220387090301,Mid (8GB),Mid (256GB),1.6,0,Ultralight
Dell,Notebook,15.6,16,2.02,Intel,1.8,AMD,Hybrid,2304.0,1920.0,1080.0,141.21,0,0,Linux,1049.0,6.956545443151569,High (16GB),Ultra (1TB+),1.8,1,Standard
Dell,Ultrabook,13.3,8,1.23,Intel,1.6,Intel,SSD,256.0,1920.0,1080.0,165.63,0,0,Windows,1399.0,7.24422751560335,Mid (8GB),Mid (256GB),1.6,1,Ultralight
Lenovo,2 in 1 Convertible,13.9,16,1.4,Intel,1.8,Intel,SSD,512.0,3840.0,2160.0,316.97,1,1,Windows,1849.0,7.52294091807237,High (16GB),High (512GB),1.8,1,Ultralight
Toshiba,Notebook,15.6,8,2.0,Intel,2.5,Intel,SSD,128.0,1366.0,768.0,100.45,0,0,Windows,793.0,6.677083461247136,Mid (8GB),Low (≤128GB),2.5,0,Standard
Xiaomi,Notebook,15.6,8,1.95,Intel,1.6,Nvidia,SSD,256.0,1920.0,1080.0,141.21,0,1,No OS,1199.0,7.090076835776092,Mid (8GB),Mid (256GB),1.6,0,Light
Dell,Notebook,17.3,16,2.77,Intel,1.8,Nvidia,SSD,512.0,1920.0,1080.0,127.34,1,0,Windows,1549.0,7.346010209913293,High (16GB),High (512GB),1.8,1,Heavy
Dell,Notebook,15.6,16,2.06,Intel,2.8,Nvidia,SSD,512.0,3840.0,2160.0,282.42,1,0,Windows,2397.0,7.7823903355874595,High (16GB),High (512GB),2.8,1,Standard
Lenovo,Gaming,15.6,8,2.4,Intel,2.5,Nvidia,SSD,256.0,1920.0,1080.0,141.21,0,1,No OS,779.0,6.659293919683638,Mid (8GB),Mid (256GB),2.5,1,Standard
Acer,Ultrabook,13.3,8,1.12,Intel,1.2,Intel,SSD,256.0,1920.0,1080.0,165.63,0,1,Windows,989.0,6.897704943128636,Mid (8GB),Mid (256GB),1.2,1,Ultralight
Dell,Notebook,17.3,8,2.8,Intel,1.8,AMD,Hybrid,1152.0,1920.0,1080.0,127.34,0,0,Windows,1085.0,6.990256500493881,Mid (8GB),Ultra (1TB+),1.8,0,Heavy
Lenovo,2 in 1 Convertible,14.0,16,1.42,Intel,2.7,Intel,SSD,1024.0,2560.0,1440.0,209.8,1,0,Windows,2824.0,7.946263643580541,High (16GB),Ultra (1TB+),2.7,1,Ultralight
Vero,Notebook,14.0,4,1.3,Intel,1.1,Intel,SSD,32.0,1920.0,1080.0,157.35,0,1,Windows,260.0,5.564520407322694,Low (≤4GB),Low (≤128GB),1.1,0,Ultralight
Xiaomi,Ultrabook,13.3,8,1.3,Intel,2.5,Nvidia,SSD,256.0,1920.0,1080.0,165.63,0,1,No OS,999.9,6.908654874224973,Mid (8GB),Mid (256GB),2.5,1,Ultralight
Lenovo,Notebook,17.3,8,2.8,Intel,1.6,Nvidia,SSD,256.0,1600.0,900.0,106.11,0,0,No OS,698.0,6.54965074223381,Mid (8GB),Mid (256GB),1.6,0,Heavy
Dell,2 in 1 Convertible,13.3,8,1.62,Intel,1.8,Intel,HDD,1024.0,1920.0,1080.0,165.63,1,1,Windows,839.0,6.733401891837359,Mid (8GB),Ultra (1TB+),1.8,0,Light
HP,Notebook,17.3,8,2.5,Intel,1.6,Nvidia,HDD,1024.0,1920.0,1080.0,127.34,0,1,Windows,914.0,6.818924065275521,Mid (8GB),Ultra (1TB+),1.6,0,Heavy
Razer,Gaming,17.3,32,3.49,Intel,2.9,Nvidia,SSD,1024.0,3840.0,2160.0,254.67,1,0,Windows,6099.0,8.716044050161402,Ultra (32GB+),Ultra (1TB+),2.9,1,Heavy
HP,Notebook,13.3,8,1.49,Intel,1.6,Intel,SSD,512.0,1920.0,1080.0,165.63,0,0,Windows,959.0,6.866933284461882,Mid (8GB),High (512GB),1.6,1,Ultralight
HP,Gaming,17.3,16,3.35,Intel,2.8,Nvidia,Hybrid,1280.0,1920.0,1080.0,127.34,0,1,Windows,1379.0,7.22983877815125,High (16GB),Ultra (1TB+),2.8,1,Heavy
HP,Notebook,17.3,8,2.5,Intel,1.8,Nvidia,SSD,256.0,1920.0,1080.0,127.34,0,0,Windows,1045.0,6.952728644624869,Mid (8GB),Mid (256GB),1.8,0,Heavy
Dell,Gaming,15.6,16,2.65,Intel,2.8,Nvidia,Hybrid,1536.0,3840.0,2160.0,282.42,0,1,Windows,1845.0,7.520776415062797,High (16GB),Ultra (1TB+),2.8,1,Heavy
Lenovo,Notebook,15.6,4,2.1,Intel,2.3,Intel,SSD,128.0,1366.0,768.0,100.45,0,0,Windows,493.0,6.202535517187923,Low (≤4GB),Low (≤128GB),2.3,0,Standard
Acer,Notebook,15.6,8,2.23,Intel,2.7,Nvidia,HDD,1024.0,1920.0,1080.0,141.21,0,0,Windows,742.0,6.610696044717759,Mid (8GB),Ultra (1TB+),2.7,0,Standard
Lenovo,Gaming,15.6,16,3.2,Intel,2.8,Nvidia,Hybrid,1536.0,1920.0,1080.0,141.21,0,1,Windows,1749.0,7.4673710669175595,High (16GB),Ultra (1TB+),2.8,1,Heavy
Dell,Workstation,15.6,16,2.8,Intel,2.5,Nvidia,Hybrid,1280.0,3840.0,2160.0,282.42,0,0,Windows,3055.0,8.024862150286411,High (16GB),Ultra (1TB+),2.5,1,Heavy
Lenovo,Gaming,15.6,16,2.4,Intel,2.8,Nvidia,SSD,512.0,1920.0,1080.0,141.21,0,0,No OS,1398.0,7.243512974665482,High (16GB),High (512GB),2.8,1,Standard
Dell,Notebook,15.6,6,2.3,Intel,2.4,Intel,HDD,1024.0,1366.0,768.0,100.45,1,0,Windows,439.0,6.0867747269123065,Mid (8GB),Ultra (1TB+),2.4,0,Standard
Dell,Ultrabook,13.3,8,1.21,Intel,1.8,Intel,SSD,256.0,3840.0,2160.0,331.26,1,1,Windows,1949.0,7.575584651557793,Mid (8GB),Mid (256GB),1.8,1,Ultralight
Dell,Ultrabook,13.3,8,1.2,Intel,1.8,Intel,SSD,256.0,1920.0,1080.0,165.63,0,0,Windows,1449.0,7.27931883541462,Mid (8GB),Mid (256GB),1.8,1,Ultralight
Lenovo,Notebook,15.6,8,2.2,Intel,2.5,Intel,SSD,256.0,1366.0,768.0,100.45,0,0,Windows,597.0,6.393590753950631,Mid (8GB),Mid (256GB),2.5,0,Standard
Acer,Notebook,15.6,8,2.4,Intel,2.8,Nvidia,HDD,1024.0,1920.0,1080.0,141.21,0,0,Linux,779.0,6.659293919683638,Mid (8GB),Ultra (1TB+),2.8,0,Standard
Asus,Gaming,17.3,16,2.9,Intel,2.8,Nvidia,Hybrid,1280.0,1920.0,1080.0,127.34,0,0,Windows,1407.0,7.249925536717988,High (16GB),Ultra (1TB+),2.8,1,Heavy
HP,Notebook,15.6,4,2.1,Intel,2.5,Intel,HDD,500.0,1920.0,1080.0,141.21,0,0,No OS,349.0,5.857933154483459,Low (≤4GB),High (512GB),2.5,0,Standard
Lenovo,Notebook,15.6,8,2.2,Intel,2.5,Intel,SSD,256.0,1920.0,1080.0,141.21,0,0,No OS,549.0,6.309918278226516,Mid (8GB),Mid (256GB),2.5,0,Standard
Huawei,Ultrabook,13.0,8,1.05,Intel,2.7,Intel,SSD,512.0,2160.0,1440.0,199.69,0,1,Windows,1499.0,7.313220387090301,Mid (8GB),High (512GB),2.7,1,Ultralight
Dell,Ultrabook,13.3,8,1.4,Intel,1.8,AMD,SSD,256.0,1920.0,1080.0,165.63,0,1,Windows,931.88,6.8382765752120775,Mid (8GB),Mid (256GB),1.8,1,Ultralight
Lenovo,Notebook,17.3,8,2.8,Intel,2.5,Nvidia,HDD,1024.0,1600.0,900.0,106.11,0,0,No OS,589.0,6.380122536899765,Mid (8GB),Ultra (1TB+),2.5,0,Heavy
HP,Notebook,14.0,8,1.63,Intel,1.8,Nvidia,SSD,256.0,1920.0,1080.0,157.35,0,0,Windows,1031.0,6.939253946041508,Mid (8GB),Mid (256GB),1.8,0,Light
Dell,Ultrabook,14.0,8,1.6,Intel,1.6,Intel,SSD,256.0,1920.0,1080.0,157.35,0,0,Windows,1149.0,7.047517221357296,Mid (8GB),Mid (256GB),1.6,1,Light
Dell,2 in 1 Convertible,13.3,16,1.62,Intel,1.8,Intel,SSD,512.0,1920.0,1080.0,165.63,1,0,Windows,1279.0,7.154615356913663,High (16GB),High (512GB),1.8,1,Light
Dell,Notebook,15.6,8,2.2,Intel,1.6,AMD,SSD,256.0,1920.0,1080.0,141.21,0,0,Linux,677.35,6.519663378931318,Mid (8GB),Mid (256GB),1.6,0,Standard
Lenovo,2 in 1 Convertible,14.0,8,1.74,Intel,1.6,Intel,SSD,256.0,1920.0,1080.0,157.35,0,1,Windows,899.0,6.802394763324311,Mid (8GB),Mid (256GB),1.6,0,Light
Toshiba,Ultrabook,13.3,8,1.2,Intel,2.5,Intel,SSD,256.0,1920.0,1080.0,165.63,0,0,Windows,1363.0,7.218176838403408,Mid (8GB),Mid (256GB),2.5,1,Ultralight
HP,Notebook,15.6,8,2.1,Intel,1.6,Intel,HDD,1024.0,1920.0,1080.0,141.21,0,0,Windows,794.0,6.678342114654332,Mid (8GB),Ultra (1TB+),1.6,0,Standard
Dell,Gaming,17.3,16,4.42,Intel,2.8,Nvidia,Hybrid,1280.0,1920.0,1080.0,127.34,0,1,Windows,2456.34,7.806834743085911,High (16GB),Ultra (1TB+),2.8,1,Heavy
Acer,Notebook,15.6,8,2.2,Intel,2.7,Nvidia,SSD,256.0,1920.0,1080.0,141.21,0,0,Windows,832.0,6.725033642166843,Mid (8GB),Mid (256GB),2.7,0,Standard
Dell,Notebook,15.6,16,2.3,Intel,2.7,AMD,HDD,1024.0,1920.0,1080.0,141.21,1,0,Windows,859.01,6.756944017086926,High (16GB),Ultra (1TB+),2.7,1,Standard
Asus,Notebook,15.6,8,2.0,Intel,2.5,Nvidia,SSD,256.0,1920.0,1080.0,141.21,0,0,Windows,769.0,6.646390514847729,Mid (8GB),Mid (256GB),2.5,0,Standard
Asus,Notebook,17.3,8,2.69,Intel,2.5,Nvidia,Hybrid,756.0,1920.0,1080.0,127.34,0,0,Windows,891.0,6.79346613258001,Mid (8GB),Ultra (1TB+),2.5,0,Heavy
HP,Notebook,15.6,8,1.9,Intel,2.7,AMD,HDD,1024.0,1920.0,1080.0,141.21,0,0,Windows,1269.0,7.146772179452637,Mid (8GB),Ultra (1TB+),2.7,0,Light
Asus,Notebook,15.6,4,2.37,Intel,2.4,Intel,HDD,1024.0,1366.0,768.0,100.45,0,0,Windows,398.99,5.991439546795477,Low (≤4GB),Ultra (1TB+),2.4,0,Standard
HP,Notebook,15.6,4,2.1,AMD,1.5,AMD,HDD,500.0,1366.0,768.0,100.45,0,0,Windows,330.0,5.802118375377063,Low (≤4GB),High (512GB),1.35,0,Standard
Lenovo,Gaming,15.6,16,3.2,Intel,2.8,Nvidia,Hybrid,1280.0,1920.0,1080.0,141.21,0,1,Windows,1499.0,7.313220387090301,High (16GB),Ultra (1TB+),2.8,1,Heavy
Dell,Notebook,14.0,8,1.6,Intel,2.5,Intel,SSD,256.0,1920.0,1080.0,157.35,0,0,Windows,859.0,6.756932389247553,Mid (8GB),Mid (256GB),2.5,0,Light
Acer,2 in 1 Convertible,13.3,8,1.6,Intel,2.3,Intel,SSD,256.0,1920.0,1080.0,165.63,1,1,Windows,689.0,6.536691597591305,Mid (8GB),Mid (256GB),2.3,0,Light
Dell,Notebook,15.6,16,2.36,Intel,2.7,AMD,SSD,256.0,1920.0,1080.0,141.21,0,0,Linux,899.0,6.802394763324311,High (16GB),Mid (256GB),2.7,1,Standard
Acer,Notebook,15.6,4,2.1,Intel,2.5,Intel,HDD,1024.0,1366.0,768.0,100.45,0,0,Linux,390.0,5.968707559985366,Low (≤4GB),Ultra (1TB+),2.5,0,Standard
Asus,Notebook,15.6,4,2.2,AMD,2.5,AMD,Hybrid,1152.0,1920.0,1080.0,141.21,0,0,Windows,575.0,6.3561076606958915,Low (≤4GB),Ultra (1TB+),2.25,0,Standard
Asus,Gaming,17.3,32,4.7,Intel,2.9,Nvidia,Hybrid,1536.0,1920.0,1080.0,127.34,0,0,Windows,3890.0,8.266421472984554,Ultra (32GB+),Ultra (1TB+),2.9,1,Heavy
Acer,Gaming,15.6,8,2.5,Intel,2.5,Nvidia,SSD,256.0,1920.0,1080.0,141.21,0,1,Windows,846.0,6.741700694652055,Mid (8GB),Mid (256GB),2.5,1,Heavy
Lenovo,Notebook,15.6,8,2.2,Intel,2.5,Intel,SSD,128.0,1366.0,768.0,100.45,0,0,Windows,589.0,6.380122536899765,Mid (8GB),Low (≤128GB),2.5,0,Standard
Asus,Notebook,17.3,8,2.1,Intel,1.8,Nvidia,Hybrid,1152.0,1920.0,1080.0,127.34,0,0,Windows,1145.0,7.044032897274685,Mid (8GB),Ultra (1TB+),1.8,0,Standard
Asus,Notebook,17.3,8,2.69,Intel,2.7,Nvidia,Hybrid,1152.0,1920.0,1080.0,127.34,0,0,No OS,889.0,6.7912214627261855,Mid (8GB),Ultra (1TB+),2.7,0,Heavy
Dell,Gaming,15.6,8,2.56,Intel,2.5,Nvidia,SSD,256.0,1920.0,1080.0,141.21,0,0,Windows,879.0,6.779921907472252,Mid (8GB),Mid (256GB),2.5,1,Heavy
Lenovo,2 in 1 Convertible,13.9,8,1.38,Intel,2.7,Intel,SSD,256.0,1920.0,1080.0,158.48,1,1,Windows,1079.0,6.984716320118265,Mid (8GB),Mid (256GB),2.7,0,Ultralight
Dell,Notebook,15.6,8,2.2,Intel,1.8,AMD,Hybrid,2176.0,1920.0,1080.0,141.21,0,0,Windows,985.0,6.893656354602635,Mid (8GB),Ultra (1TB+),1.8,0,Standard
HP,Notebook,15.6,8,2.04,Intel,2.5,Intel,HDD,1024.0,1366.0,768.0,100.45,1,0,Windows,559.0,6.327936783729195,Mid (8GB),Ultra (1TB+),2.5,0,Standard
Asus,Gaming,17.3,16,3.6,Intel,2.9,Nvidia,SSD,256.0,1920.0,1080.0,127.34,0,0,Windows,2999.0,8.006367567650246,High (16GB),Mid (256GB),2.9,1,Heavy
HP,Notebook,13.3,4,1.49,Intel,1.6,Intel,HDD,500.0,1920.0,1080.0,165.63,0,1,Windows,675.0,6.516193076042964,Low (≤4GB),High (512GB),1.6,0,Ultralight
Apple,Ultrabook,13.3,8,1.37,Intel,3.1,Intel,SSD,512.0,2560.0,1600.0,226.98,0,1,macOS,2040.0,7.621195162809845,Mid (8GB),High (512GB),3.1,1,Ultralight
Dell,2 in 1 Convertible,15.6,8,2.08,Intel,1.8,Intel,HDD,1024.0,1920.0,1080.0,141.21,1,1,Windows,819.0,6.709304340258299,Mid (8GB),Ultra (1TB+),1.8,0,Standard
Asus,Gaming,17.3,16,4.3,Intel,2.8,Nvidia,Hybrid,1280.0,1920.0,1080.0,127.34,0,0,Windows,1799.0,7.495541943884256,High (16GB),Ultra (1TB+),2.8,1,Heavy
Asus,Notebook,15.6,4,1.68,AMD,2.5,AMD,HDD,1024.0,1366.0,768.0,100.45,0,0,Windows,469.0,6.152732694704104,Low (≤4GB),Ultra (1TB+),2.25,0,Light
Lenovo,2 in 1 Convertible,13.9,8,1.37,Intel,1.8,Intel,SSD,512.0,1920.0,1080.0,158.48,1,1,Windows,1849.0,7.52294091807237,Mid (8GB),High (512GB),1.8,1,Ultralight
Acer,Notebook,17.3,4,3.0,Intel,2.7,Nvidia,SSD,256.0,1920.0,1080.0,127.34,0,1,Windows,702.0,6.555356891810665,Low (≤4GB),Mid (256GB),2.7,0,Heavy
Dell,Ultrabook,13.3,8,1.41,Intel,1.6,Intel,SSD,256.0,1920.0,1080.0,165.63,0,0,Windows,949.0,6.856461984594587,Mid (8GB),Mid (256GB),1.6,1,Ultralight
HP,Notebook,15.6,8,1.91,AMD,2.5,AMD,SSD,128.0,1366.0,768.0,100.45,0,0,Windows,445.9,6.1023348559394055,Mid (8GB),Low (≤128GB),2.25,0,Light
HP,Notebook,17.3,16,2.9,Intel,1.8,Nvidia,HDD,1024.0,1920.0,1080.0,127.34,0,1,Windows,1059.0,6.966024187106113,High (16GB),Ultra (1TB+),1.8,1,Heavy
MSI,Gaming,17.3,16,4.14,Intel,2.8,Nvidia,Hybrid,1536.0,1920.0,1080.0,127.34,0,0,Windows,2499.0,7.824046010856292,High (16GB),Ultra (1TB+),2.8,1,Heavy
Lenovo,2 in 1 Convertible,15.6,8,2.0,Intel,2.8,Nvidia,SSD,512.0,1920.0,1080.0,141.21,1,1,Windows,1699.0,7.438383530044307,Mid (8GB),High (512GB),2.8,1,Standard
Dell,Notebook,17.3,8,2.8,Intel,1.8,AMD,Hybrid,1152.0,1920.0,1080.0,127.34,0,0,Windows,1142.0,7.04141166379481,Mid (8GB),Ultra (1TB+),1.8,0,Heavy
Lenovo,Notebook,15.6,4,2.2,Intel,2.5,Intel,SSD,256.0,1920.0,1080.0,141.21,0,0,No OS,444.0,6.09807428216624,Low (≤4GB),Mid (256GB),2.5,0,Standard
HP,Notebook,15.6,4,2.1,Intel,1.6,Intel,HDD,500.0,1920.0,1080.0,141.21,0,1,Windows,722.0,6.583409222158765,Low (≤4GB),High (512GB),1.6,0,Standard
Dell,Notebook,15.6,4,2.18,Intel,2.5,Intel,HDD,1024.0,1920.0,1080.0,141.21,0,0,Windows,657.0,6.489204931325317,Low (≤4GB),Ultra (1TB+),2.5,0,Standard
Dell,Notebook,15.6,8,2.24,Intel,2.5,AMD,HDD,1024.0,1920.0,1080.0,141.21,0,0,Windows,565.0,6.338594078203183,Mid (8GB),Ultra (1TB+),2.5,0,Standard
Dell,2 in 1 Convertible,15.6,8,2.67,Intel,1.6,Intel,SSD,256.0,1920.0,1080.0,141.21,1,0,Windows,799.0,6.684611727667927,Mid (8GB),Mid (256GB),1.6,0,Heavy
Asus,2 in 1 Convertible,13.3,8,1.1,Intel,1.8,Intel,SSD,1024.0,1920.0,1080.0,165.63,1,0,Windows,1499.0,7.313220387090301,Mid (8GB),Ultra (1TB+),1.8,1,Ultralight
Lenovo,Notebook,15.6,4,2.2,Intel,2.5,Intel,HDD,1024.0,1920.0,1080.0,141.21,0,0,No OS,467.0,6.148468295917647,Low (≤4GB),Ultra (1TB+),2.5,0,Standard
